Date,Site,Cover_type,mSAV
04/13/09,41,Halimeda incrassata,0
04/13/09,41,Halodule,35.666666666666664
04/13/09,41,Hypnea,0
04/13/09,41,Laurencia spp.,0
04/13/09,41,Penicillus,0
04/13/09,41,Polysiphonia,NA
04/13/09,41,Rhizophora mangle,0
04/13/09,41,Ruppia,0.2
04/13/09,41,Sargassum pteropleuron,0
04/13/09,41,Thalassia,0
04/13/09,41,Udotea,0
04/21/10,1,Acetabularia,0
04/21/10,1,Batophora,0.4
04/21/10,1,Caulerpa prolifera,0
04/21/10,1,Chara,0
04/21/10,1,Chondria baileyana,0
04/21/10,1,Digenia,0
04/21/10,1,Halimeda incrassata,0
04/21/10,1,Halodule,0
04/21/10,1,Hypnea,0
04/21/10,1,Laurencia spp.,0
04/21/10,1,Penicillus,0
04/21/10,1,Polysiphonia,NA
04/21/10,1,Rhizophora mangle,0
04/21/10,1,Ruppia,0
04/21/10,1,Sargassum pteropleuron,0
04/21/10,1,Thalassia,0
04/21/10,1,Udotea,0
04/21/10,10,Acetabularia,0
04/21/10,10,Batophora,0
04/21/10,10,Caulerpa prolifera,0
04/21/10,10,Chara,0
04/21/10,10,Chondria baileyana,0
04/21/10,10,Digenia,0
04/21/10,10,Halimeda incrassata,0
04/21/10,10,Halodule,15.333333333333334
04/21/10,10,Hypnea,0
04/21/10,10,Laurencia spp.,0
04/21/10,10,Penicillus,0
04/21/10,10,Polysiphonia,NA
04/21/10,10,Rhizophora mangle,0
04/21/10,10,Ruppia,0
04/21/10,10,Sargassum pteropleuron,0
04/21/10,10,Thalassia,0
04/21/10,10,Udotea,0
04/21/10,11,Acetabularia,NA
04/21/10,11,Batophora,NA
04/21/10,11,Caulerpa prolifera,NA
04/21/10,11,Chara,NA
04/21/10,11,Chondria baileyana,NA
04/21/10,11,Digenia,NA
04/21/10,11,Halimeda incrassata,NA
04/21/10,11,Halodule,NA
04/21/10,11,Hypnea,NA
04/21/10,11,Laurencia spp.,NA
04/21/10,11,Penicillus,NA
04/21/10,11,Polysiphonia,NA
04/21/10,11,Rhizophora mangle,NA
04/21/10,11,Ruppia,NA
04/21/10,11,Sargassum pteropleuron,NA
04/21/10,11,Thalassia,NA
04/21/10,11,Udotea,NA
04/21/10,12,Acetabularia,0
04/21/10,12,Batophora,0
04/21/10,12,Caulerpa prolifera,0
04/21/10,12,Chara,34
04/21/10,12,Chondria baileyana,0
04/21/10,12,Digenia,0
04/21/10,12,Halimeda incrassata,0
04/21/10,12,Halodule,1.2
04/21/10,12,Hypnea,0
04/21/10,12,Laurencia spp.,0
04/21/10,12,Penicillus,0
04/21/10,12,Polysiphonia,NA
04/21/10,12,Rhizophora mangle,0
04/21/10,12,Ruppia,0
04/21/10,12,Sargassum pteropleuron,0
04/21/10,12,Thalassia,0
04/21/10,12,Udotea,0
04/21/10,13,Acetabularia,0
04/21/10,13,Batophora,0.2
04/21/10,13,Caulerpa prolifera,0
04/21/10,13,Chara,64.33333333333333
04/21/10,13,Chondria baileyana,0
04/21/10,13,Digenia,0
04/21/10,13,Halimeda incrassata,0
04/21/10,13,Halodule,0
04/21/10,13,Hypnea,0
04/21/10,13,Laurencia spp.,0
04/21/10,13,Penicillus,0
04/21/10,13,Polysiphonia,NA
04/21/10,13,Rhizophora mangle,0
04/21/10,13,Ruppia,0
04/21/10,13,Sargassum pteropleuron,0
04/21/10,13,Thalassia,0
04/21/10,13,Udotea,0
04/21/10,14,Acetabularia,0
04/21/10,14,Batophora,0
04/21/10,14,Caulerpa prolifera,0
04/21/10,14,Chara,0
04/21/10,14,Chondria baileyana,0
04/21/10,14,Digenia,0
04/21/10,14,Halimeda incrassata,0
04/21/10,14,Halodule,13.666666666666666
04/21/10,14,Hypnea,0
04/21/10,14,Laurencia spp.,0
04/21/10,14,Penicillus,0
04/21/10,14,Polysiphonia,NA
04/21/10,14,Rhizophora mangle,0
04/21/10,14,Ruppia,0
04/21/10,14,Sargassum pteropleuron,0
04/21/10,14,Thalassia,0
04/21/10,14,Udotea,0
04/21/10,15,Acetabularia,0
04/21/10,15,Batophora,3.2666666666666666
04/21/10,15,Caulerpa prolifera,0
04/21/10,15,Chara,0
04/21/10,15,Chondria baileyana,0
04/21/10,15,Digenia,0
04/21/10,15,Halimeda incrassata,0
04/21/10,15,Halodule,3.066666666666667
04/21/10,15,Hypnea,0
04/21/10,15,Laurencia spp.,0
04/21/10,15,Penicillus,0
04/21/10,15,Polysiphonia,NA
04/21/10,15,Rhizophora mangle,0
04/21/10,15,Ruppia,0
04/21/10,15,Sargassum pteropleuron,0
04/21/10,15,Thalassia,0
04/21/10,15,Udotea,0
04/21/10,16,Acetabularia,0.4
04/21/10,16,Batophora,1.6
04/21/10,16,Caulerpa prolifera,0
04/21/10,16,Chara,0
04/21/10,16,Chondria baileyana,0
04/21/10,16,Digenia,0
04/21/10,16,Halimeda incrassata,0
04/21/10,16,Halodule,6.866666666666666
04/21/10,16,Hypnea,0
04/21/10,16,Laurencia spp.,0
04/21/10,16,Penicillus,0
04/21/10,16,Polysiphonia,NA
04/21/10,16,Rhizophora mangle,0
04/21/10,16,Ruppia,0
04/21/10,16,Sargassum pteropleuron,0
04/21/10,16,Thalassia,0
04/21/10,16,Udotea,0
04/21/10,17,Acetabularia,0
04/21/10,17,Batophora,1.6
04/21/10,17,Caulerpa prolifera,0
04/21/10,17,Chara,0
04/21/10,17,Chondria baileyana,0
04/21/10,17,Digenia,0
04/21/10,17,Halimeda incrassata,0
04/21/10,17,Halodule,0
04/21/10,17,Hypnea,0
04/21/10,17,Laurencia spp.,0
04/21/10,17,Penicillus,0
04/21/10,17,Polysiphonia,NA
04/21/10,17,Rhizophora mangle,0
04/21/10,17,Ruppia,0
04/21/10,17,Sargassum pteropleuron,0
04/21/10,17,Thalassia,0
04/21/10,17,Udotea,0
04/21/10,18,Acetabularia,2.8
04/21/10,18,Batophora,3.933333333333333
04/21/10,18,Caulerpa prolifera,0
04/21/10,18,Chara,0
04/21/10,18,Chondria baileyana,0
04/21/10,18,Digenia,0
04/21/10,18,Halimeda incrassata,0
04/21/10,18,Halodule,4.533333333333333
04/21/10,18,Hypnea,0
04/21/10,18,Laurencia spp.,0
04/21/10,18,Penicillus,0
04/21/10,18,Polysiphonia,NA
04/21/10,18,Rhizophora mangle,0
04/21/10,18,Ruppia,0
04/21/10,18,Sargassum pteropleuron,0
04/21/10,18,Thalassia,0
04/21/10,18,Udotea,0
04/21/10,19,Acetabularia,0
04/21/10,19,Batophora,5.533333333333333
04/21/10,19,Caulerpa prolifera,0
04/21/10,19,Chara,0
04/21/10,19,Chondria baileyana,0
04/21/10,19,Digenia,0
04/21/10,19,Halimeda incrassata,0
04/21/10,19,Halodule,18.666666666666668
04/21/10,19,Hypnea,0
04/21/10,19,Laurencia spp.,0
04/21/10,19,Penicillus,0.2
04/21/10,19,Polysiphonia,NA
04/21/10,19,Rhizophora mangle,0
04/21/10,19,Ruppia,0
04/21/10,19,Sargassum pteropleuron,0
04/21/10,19,Thalassia,0
04/21/10,19,Udotea,0
04/21/10,2,Acetabularia,0
04/21/10,2,Batophora,0.8
04/21/10,2,Caulerpa prolifera,0
04/21/10,2,Chara,0
04/21/10,2,Chondria baileyana,1.2
04/21/10,2,Digenia,0
04/21/10,2,Halimeda incrassata,0
04/21/10,2,Halodule,0
04/21/10,2,Hypnea,0
04/21/10,2,Laurencia spp.,0
04/21/10,2,Penicillus,0
04/21/10,2,Polysiphonia,NA
04/21/10,2,Rhizophora mangle,0
04/21/10,2,Ruppia,0
04/21/10,2,Sargassum pteropleuron,0
04/21/10,2,Thalassia,0
04/21/10,2,Udotea,0
04/21/10,20,Acetabularia,0
04/21/10,20,Batophora,2.6666666666666665
04/21/10,20,Caulerpa prolifera,0
04/21/10,20,Chara,0
04/21/10,20,Chondria baileyana,0
04/21/10,20,Digenia,0
04/21/10,20,Halimeda incrassata,0
04/21/10,20,Halodule,19.666666666666668
04/21/10,20,Hypnea,0
04/21/10,20,Laurencia spp.,0
04/21/10,20,Penicillus,0.2
04/21/10,20,Polysiphonia,NA
04/21/10,20,Rhizophora mangle,0
04/21/10,20,Ruppia,0
04/21/10,20,Sargassum pteropleuron,0
04/21/10,20,Thalassia,1.0666666666666667
04/21/10,20,Udotea,0
04/21/10,21,Acetabularia,0.2
04/21/10,21,Batophora,7.333333333333333
04/21/10,21,Caulerpa prolifera,0
04/21/10,21,Chara,0
04/21/10,21,Chondria baileyana,0
04/21/10,21,Digenia,1.9333333333333333
04/21/10,21,Halimeda incrassata,0
04/21/10,21,Halodule,15.2
04/21/10,21,Hypnea,1.9333333333333333
04/21/10,21,Laurencia spp.,0.2
04/21/10,21,Penicillus,2.2666666666666666
04/21/10,21,Polysiphonia,NA
04/21/10,21,Rhizophora mangle,0
04/21/10,21,Ruppia,0
04/21/10,21,Sargassum pteropleuron,1.5333333333333334
04/21/10,21,Thalassia,3.8666666666666667
04/21/10,21,Udotea,0
04/21/10,3,Acetabularia,0
04/21/10,3,Batophora,0.2
04/21/10,3,Caulerpa prolifera,0
04/21/10,3,Chara,0
04/21/10,3,Chondria baileyana,0
04/21/10,3,Digenia,0
04/21/10,3,Halimeda incrassata,0
04/21/10,3,Halodule,0
04/21/10,3,Hypnea,0
04/21/10,3,Laurencia spp.,0
04/21/10,3,Penicillus,0
04/21/10,3,Polysiphonia,NA
04/21/10,3,Rhizophora mangle,0
04/21/10,3,Ruppia,0
04/21/10,3,Sargassum pteropleuron,0
04/21/10,3,Thalassia,0
04/21/10,3,Udotea,0
04/21/10,4,Acetabularia,0
04/21/10,4,Batophora,0
04/21/10,4,Caulerpa prolifera,0
04/21/10,4,Chara,3
04/21/10,4,Chondria baileyana,0
04/21/10,4,Digenia,0
04/21/10,4,Halimeda incrassata,0
04/21/10,4,Halodule,0
04/21/10,4,Hypnea,0
04/21/10,4,Laurencia spp.,0
04/21/10,4,Penicillus,0
04/21/10,4,Polysiphonia,NA
04/21/10,4,Rhizophora mangle,0
04/21/10,4,Ruppia,0.6
04/21/10,4,Sargassum pteropleuron,0
04/21/10,4,Thalassia,0
04/21/10,4,Udotea,0
04/21/10,5,Acetabularia,0
04/21/10,5,Batophora,0
04/21/10,5,Caulerpa prolifera,0
04/21/10,5,Chara,96.66666666666667
04/21/10,5,Chondria baileyana,0
04/21/10,5,Digenia,0
04/21/10,5,Halimeda incrassata,0
04/21/10,5,Halodule,0
04/21/10,5,Hypnea,0
04/21/10,5,Laurencia spp.,0
04/21/10,5,Penicillus,0
04/21/10,5,Polysiphonia,NA
04/21/10,5,Rhizophora mangle,0
04/21/10,5,Ruppia,0
04/21/10,5,Sargassum pteropleuron,0
04/21/10,5,Thalassia,0
04/21/10,5,Udotea,0
04/21/10,6,Acetabularia,0
04/21/10,6,Batophora,0
04/21/10,6,Caulerpa prolifera,0
04/21/10,6,Chara,2.3333333333333335
04/21/10,6,Chondria baileyana,0
04/21/10,6,Digenia,0
04/21/10,6,Halimeda incrassata,0
04/21/10,6,Halodule,0.6
04/21/10,6,Hypnea,0
04/21/10,6,Laurencia spp.,0
04/21/10,6,Penicillus,0
04/21/10,6,Polysiphonia,NA
04/21/10,6,Rhizophora mangle,0
04/21/10,6,Ruppia,0
04/21/10,6,Sargassum pteropleuron,0
04/21/10,6,Thalassia,0
04/21/10,6,Udotea,0
04/21/10,7,Acetabularia,0
04/21/10,7,Batophora,0.3333333333333333
04/21/10,7,Caulerpa prolifera,0
04/21/10,7,Chara,46
04/21/10,7,Chondria baileyana,0
04/21/10,7,Digenia,0
04/21/10,7,Halimeda incrassata,0
04/21/10,7,Halodule,0
04/21/10,7,Hypnea,0
04/21/10,7,Laurencia spp.,0
04/21/10,7,Penicillus,0
04/21/10,7,Polysiphonia,NA
04/21/10,7,Rhizophora mangle,0
04/21/10,7,Ruppia,0
04/21/10,7,Sargassum pteropleuron,0
04/21/10,7,Thalassia,0
04/21/10,7,Udotea,0
04/21/10,8,Acetabularia,0
04/21/10,8,Batophora,6.066666666666666
04/21/10,8,Caulerpa prolifera,0
04/21/10,8,Chara,66.86666666666666
04/21/10,8,Chondria baileyana,0
04/21/10,8,Digenia,0
04/21/10,8,Halimeda incrassata,0
04/21/10,8,Halodule,0
04/21/10,8,Hypnea,0
04/21/10,8,Laurencia spp.,0
04/21/10,8,Penicillus,0
04/21/10,8,Polysiphonia,NA
04/21/10,8,Rhizophora mangle,0
04/21/10,8,Ruppia,0
04/21/10,8,Sargassum pteropleuron,0
04/21/10,8,Thalassia,0
04/21/10,8,Udotea,0
04/21/10,9,Acetabularia,0
04/21/10,9,Batophora,0.6
04/21/10,9,Caulerpa prolifera,0
04/21/10,9,Chara,84.33333333333333
04/21/10,9,Chondria baileyana,0
04/21/10,9,Digenia,0
04/21/10,9,Halimeda incrassata,0
04/21/10,9,Halodule,0
04/21/10,9,Hypnea,0
04/21/10,9,Laurencia spp.,0
04/21/10,9,Penicillus,0
04/21/10,9,Polysiphonia,NA
04/21/10,9,Rhizophora mangle,0
04/21/10,9,Ruppia,0
04/21/10,9,Sargassum pteropleuron,0
04/21/10,9,Thalassia,0
04/21/10,9,Udotea,0
05/25/06,1,Acetabularia,0
05/25/06,1,Batophora,0.3333333333333333
05/25/06,1,Caulerpa prolifera,0
05/25/06,1,Chara,0
05/25/06,1,Chondria baileyana,0
05/25/06,1,Digenia,0
05/25/06,1,Halimeda incrassata,0
05/25/06,1,Halodule,0
05/25/06,1,Hypnea,0
05/25/06,1,Laurencia spp.,0
05/25/06,1,Penicillus,0
05/25/06,1,Polysiphonia,0
05/25/06,1,Rhizophora mangle,0
05/25/06,1,Ruppia,0
05/25/06,1,Sargassum pteropleuron,0
05/25/06,1,Thalassia,0
05/25/06,1,Udotea,0
05/25/06,2,Acetabularia,0
05/25/06,2,Batophora,1.3333333333333333
05/25/06,2,Caulerpa prolifera,0
05/25/06,2,Chara,0
05/25/06,2,Chondria baileyana,0
05/25/06,2,Digenia,0
05/25/06,2,Halimeda incrassata,0
05/25/06,2,Halodule,0
05/25/06,2,Hypnea,0
05/25/06,2,Laurencia spp.,0
05/25/06,2,Penicillus,0
05/25/06,2,Polysiphonia,0
05/25/06,2,Rhizophora mangle,0
05/25/06,2,Ruppia,0
05/25/06,2,Sargassum pteropleuron,0
05/25/06,2,Thalassia,0
05/25/06,2,Udotea,0
05/25/06,3,Acetabularia,0
05/25/06,3,Batophora,0
05/25/06,3,Caulerpa prolifera,0
05/25/06,3,Chara,0
05/25/06,3,Chondria baileyana,0
05/25/06,3,Digenia,0
05/25/06,3,Halimeda incrassata,0
05/25/06,3,Halodule,0
05/25/06,3,Hypnea,0
05/25/06,3,Laurencia spp.,0
05/25/06,3,Penicillus,0
05/25/06,3,Polysiphonia,0
05/25/06,3,Rhizophora mangle,0
05/25/06,3,Ruppia,0
05/25/06,3,Sargassum pteropleuron,0
05/25/06,3,Thalassia,0
05/25/06,3,Udotea,0
05/25/06,4,Acetabularia,0
05/25/06,4,Batophora,0.3333333333333333
05/25/06,4,Caulerpa prolifera,0
05/25/06,4,Chara,14
05/25/06,4,Chondria baileyana,0
05/25/06,4,Digenia,0
05/25/06,4,Halimeda incrassata,0
05/25/06,4,Halodule,0
05/25/06,4,Hypnea,0
05/25/06,4,Laurencia spp.,0
05/25/06,4,Penicillus,0
05/25/06,4,Polysiphonia,0
05/25/06,4,Rhizophora mangle,0
05/25/06,4,Ruppia,0
05/25/06,4,Sargassum pteropleuron,0
05/25/06,4,Thalassia,0
05/25/06,4,Udotea,0
05/25/06,5,Acetabularia,0
05/25/06,5,Batophora,0
05/25/06,5,Caulerpa prolifera,0
05/25/06,5,Chara,99.33333333333333
05/25/06,5,Chondria baileyana,0
05/25/06,5,Digenia,0
05/25/06,5,Halimeda incrassata,0
05/25/06,5,Halodule,0
05/25/06,5,Hypnea,0
05/25/06,5,Laurencia spp.,0
05/25/06,5,Penicillus,0
05/25/06,5,Polysiphonia,0
05/25/06,5,Rhizophora mangle,0
05/25/06,5,Ruppia,0
05/25/06,5,Sargassum pteropleuron,0
05/25/06,5,Thalassia,0
05/25/06,5,Udotea,0
05/25/06,6,Acetabularia,0
05/25/06,6,Batophora,0
05/25/06,6,Caulerpa prolifera,0
05/25/06,6,Chara,0
05/25/06,6,Chondria baileyana,0
05/25/06,6,Digenia,0
05/25/06,6,Halimeda incrassata,0
05/25/06,6,Halodule,0
05/25/06,6,Hypnea,0
05/25/06,6,Laurencia spp.,0
05/25/06,6,Penicillus,0
05/25/06,6,Polysiphonia,0
05/25/06,6,Rhizophora mangle,0
05/25/06,6,Ruppia,1.3333333333333333
05/25/06,6,Sargassum pteropleuron,0
05/25/06,6,Thalassia,0
05/25/06,6,Udotea,0
05/25/06,7,Acetabularia,0
05/25/06,7,Batophora,0
05/25/06,7,Caulerpa prolifera,0
05/25/06,7,Chara,80
05/25/06,7,Chondria baileyana,0
05/25/06,7,Digenia,0
05/25/06,7,Halimeda incrassata,0
05/25/06,7,Halodule,0
05/25/06,7,Hypnea,0
05/25/06,7,Laurencia spp.,0
05/25/06,7,Penicillus,0
05/25/06,7,Polysiphonia,0
05/25/06,7,Rhizophora mangle,0
05/25/06,7,Ruppia,0
05/25/06,7,Sargassum pteropleuron,0
05/25/06,7,Thalassia,0
05/25/06,7,Udotea,0
05/25/06,8,Acetabularia,0
05/25/06,8,Batophora,0
05/25/06,8,Caulerpa prolifera,0
05/25/06,8,Chara,80.33333333333333
05/25/06,8,Chondria baileyana,0
05/25/06,8,Digenia,0
05/25/06,8,Halimeda incrassata,0
05/25/06,8,Halodule,0
05/25/06,8,Hypnea,0
05/25/06,8,Laurencia spp.,0
05/25/06,8,Penicillus,0
05/25/06,8,Polysiphonia,0
05/25/06,8,Rhizophora mangle,0
05/25/06,8,Ruppia,0
05/25/06,8,Sargassum pteropleuron,0
05/25/06,8,Thalassia,0
05/25/06,8,Udotea,0
05/25/06,9,Acetabularia,0
05/25/06,9,Batophora,0
05/25/06,9,Caulerpa prolifera,0
05/25/06,9,Chara,84.66666666666667
05/25/06,9,Chondria baileyana,0
05/25/06,9,Digenia,0
05/25/06,9,Halimeda incrassata,0
05/25/06,9,Halodule,0
05/25/06,9,Hypnea,0
05/25/06,9,Laurencia spp.,0
05/25/06,9,Penicillus,0
05/25/06,9,Polysiphonia,0
05/25/06,9,Rhizophora mangle,0
05/25/06,9,Ruppia,0
05/25/06,9,Sargassum pteropleuron,0
05/25/06,9,Thalassia,0
05/25/06,9,Udotea,0
05/29/06,22,Acetabularia,0
05/29/06,22,Batophora,0
05/29/06,22,Caulerpa prolifera,0
05/29/06,22,Chara,1.4
05/29/06,22,Chondria baileyana,0
05/29/06,22,Digenia,0
05/29/06,22,Halimeda incrassata,0
05/29/06,22,Halodule,0
05/29/06,22,Hypnea,0
05/29/06,22,Laurencia spp.,0
05/29/06,22,Penicillus,0
05/29/06,22,Polysiphonia,0
05/29/06,22,Rhizophora mangle,0
05/29/06,22,Ruppia,26.6
05/29/06,22,Sargassum pteropleuron,0
05/29/06,22,Thalassia,0
05/29/06,22,Udotea,0
05/29/06,23,Acetabularia,0
05/29/06,23,Batophora,0
05/29/06,23,Caulerpa prolifera,0
05/29/06,23,Chara,1.8
05/29/06,23,Chondria baileyana,0
05/29/06,23,Digenia,0
05/29/06,23,Halimeda incrassata,0
05/29/06,23,Halodule,0
05/29/06,23,Hypnea,0
05/29/06,23,Laurencia spp.,0
05/29/06,23,Penicillus,0
05/29/06,23,Polysiphonia,0
05/29/06,23,Rhizophora mangle,0
05/29/06,23,Ruppia,0
05/29/06,23,Sargassum pteropleuron,0
05/29/06,23,Thalassia,0
05/29/06,23,Udotea,0
05/29/06,24,Acetabularia,0
05/29/06,24,Batophora,0
05/29/06,24,Caulerpa prolifera,0
05/29/06,24,Chara,1.4666666666666666
05/29/06,24,Chondria baileyana,0
05/29/06,24,Digenia,0
05/29/06,24,Halimeda incrassata,0
05/29/06,24,Halodule,0
05/29/06,24,Hypnea,0
05/29/06,24,Laurencia spp.,0
05/29/06,24,Penicillus,0
05/29/06,24,Polysiphonia,0
05/29/06,24,Rhizophora mangle,0
05/29/06,24,Ruppia,0
05/29/06,24,Sargassum pteropleuron,0
05/29/06,24,Thalassia,0
05/29/06,24,Udotea,0
05/29/06,25,Acetabularia,0
05/29/06,25,Batophora,0
05/29/06,25,Caulerpa prolifera,0
05/29/06,25,Chara,0
05/29/06,25,Chondria baileyana,0
05/29/06,25,Digenia,0
05/29/06,25,Halimeda incrassata,0
05/29/06,25,Halodule,0
05/29/06,25,Hypnea,0
05/29/06,25,Laurencia spp.,0
05/29/06,25,Penicillus,0
05/29/06,25,Polysiphonia,0
05/29/06,25,Rhizophora mangle,0
05/29/06,25,Ruppia,0
05/29/06,25,Sargassum pteropleuron,0
05/29/06,25,Thalassia,0
05/29/06,25,Udotea,0
05/29/06,26,Acetabularia,0
05/29/06,26,Batophora,0
05/29/06,26,Caulerpa prolifera,0
05/29/06,26,Chara,0.2
05/29/06,26,Chondria baileyana,0
05/29/06,26,Digenia,0
05/29/06,26,Halimeda incrassata,0
05/29/06,26,Halodule,0
05/29/06,26,Hypnea,0
05/29/06,26,Laurencia spp.,0
05/29/06,26,Penicillus,0
05/29/06,26,Polysiphonia,0
05/29/06,26,Rhizophora mangle,0
05/29/06,26,Ruppia,0
05/29/06,26,Sargassum pteropleuron,0
05/29/06,26,Thalassia,0
05/29/06,26,Udotea,0
05/29/06,27,Acetabularia,0
05/29/06,27,Batophora,0
05/29/06,27,Caulerpa prolifera,0
05/29/06,27,Chara,0
05/29/06,27,Chondria baileyana,0
05/29/06,27,Digenia,0
05/29/06,27,Halimeda incrassata,0
05/29/06,27,Halodule,0
05/29/06,27,Hypnea,0
05/29/06,27,Laurencia spp.,0
05/29/06,27,Penicillus,0
05/29/06,27,Polysiphonia,0
05/29/06,27,Rhizophora mangle,0
05/29/06,27,Ruppia,0
05/29/06,27,Sargassum pteropleuron,0
05/29/06,27,Thalassia,0
05/29/06,27,Udotea,0
05/29/06,28,Acetabularia,0
05/29/06,28,Batophora,0
05/29/06,28,Caulerpa prolifera,0
05/29/06,28,Chara,1.2
05/29/06,28,Chondria baileyana,0
05/29/06,28,Digenia,0
05/29/06,28,Halimeda incrassata,0
05/29/06,28,Halodule,0
05/29/06,28,Hypnea,0
05/29/06,28,Laurencia spp.,0
05/29/06,28,Penicillus,0
05/29/06,28,Polysiphonia,0
05/29/06,28,Rhizophora mangle,0
05/29/06,28,Ruppia,0
05/29/06,28,Sargassum pteropleuron,0
05/29/06,28,Thalassia,0
05/29/06,28,Udotea,0
05/30/08,22,Acetabularia,0
05/30/08,22,Batophora,0
05/30/08,22,Caulerpa prolifera,0
05/30/08,22,Chara,2.4
05/30/08,22,Chondria baileyana,0
05/30/08,22,Digenia,0
05/30/08,22,Halimeda incrassata,0
05/30/08,22,Halodule,0
05/30/08,22,Hypnea,0
05/30/08,22,Laurencia spp.,0
05/30/08,22,Penicillus,0
05/30/08,22,Polysiphonia,0
05/30/08,22,Rhizophora mangle,0
05/30/08,22,Ruppia,1.8
05/30/08,22,Sargassum pteropleuron,0
05/30/08,22,Thalassia,0
05/30/08,22,Udotea,0
05/30/08,23,Acetabularia,0
05/30/08,23,Batophora,0
05/30/08,23,Caulerpa prolifera,0
05/30/08,23,Chara,92
05/30/08,23,Chondria baileyana,0
05/30/08,23,Digenia,0
05/30/08,23,Halimeda incrassata,0
05/30/08,23,Halodule,0
05/30/08,23,Hypnea,0
05/30/08,23,Laurencia spp.,0
05/30/08,23,Penicillus,0
05/30/08,23,Polysiphonia,0
05/30/08,23,Rhizophora mangle,0
05/30/08,23,Ruppia,0
05/30/08,23,Sargassum pteropleuron,0
05/30/08,23,Thalassia,0
05/30/08,23,Udotea,0
05/30/08,24,Acetabularia,0
05/30/08,24,Batophora,0
05/30/08,24,Caulerpa prolifera,0
05/30/08,24,Chara,27.866666666666667
05/30/08,24,Chondria baileyana,0
05/30/08,24,Digenia,0
05/30/08,24,Halimeda incrassata,0
05/30/08,24,Halodule,0
05/30/08,24,Hypnea,0
05/30/08,24,Laurencia spp.,0
05/30/08,24,Penicillus,0
05/30/08,24,Polysiphonia,0
05/30/08,24,Rhizophora mangle,0
05/30/08,24,Ruppia,0.4
05/30/08,24,Sargassum pteropleuron,0
05/30/08,24,Thalassia,0
05/30/08,24,Udotea,0
05/30/08,25,Acetabularia,0
05/30/08,25,Batophora,0
05/30/08,25,Caulerpa prolifera,0
05/30/08,25,Chara,0
05/30/08,25,Chondria baileyana,0
05/30/08,25,Digenia,0
05/30/08,25,Halimeda incrassata,0
05/30/08,25,Halodule,0
05/30/08,25,Hypnea,0
05/30/08,25,Laurencia spp.,0
05/30/08,25,Penicillus,0
05/30/08,25,Polysiphonia,0
05/30/08,25,Rhizophora mangle,0
05/30/08,25,Ruppia,3
05/30/08,25,Sargassum pteropleuron,0
05/30/08,25,Thalassia,0
05/30/08,25,Udotea,0
05/30/08,26,Acetabularia,0
05/30/08,26,Batophora,0
05/30/08,26,Caulerpa prolifera,0
05/30/08,26,Chara,0
05/30/08,26,Chondria baileyana,0
05/30/08,26,Digenia,0
05/30/08,26,Halimeda incrassata,0
05/30/08,26,Halodule,0
05/30/08,26,Hypnea,0
05/30/08,26,Laurencia spp.,0
05/30/08,26,Penicillus,0
05/30/08,26,Polysiphonia,0
05/30/08,26,Rhizophora mangle,0
05/30/08,26,Ruppia,15.6
05/30/08,26,Sargassum pteropleuron,0
05/30/08,26,Thalassia,0
05/30/08,26,Udotea,0
05/30/08,27,Acetabularia,0
05/30/08,27,Batophora,0
05/30/08,27,Caulerpa prolifera,0
05/30/08,27,Chara,0
05/30/08,27,Chondria baileyana,0
05/30/08,27,Digenia,0
05/30/08,27,Halimeda incrassata,0
05/30/08,27,Halodule,0
05/30/08,27,Hypnea,0
05/30/08,27,Laurencia spp.,0
05/30/08,27,Penicillus,0
05/30/08,27,Polysiphonia,0
05/30/08,27,Rhizophora mangle,0
05/30/08,27,Ruppia,0
05/30/08,27,Sargassum pteropleuron,0
05/30/08,27,Thalassia,0
05/30/08,27,Udotea,0
05/30/08,28,Acetabularia,0
05/30/08,28,Batophora,0
05/30/08,28,Caulerpa prolifera,0
05/30/08,28,Chara,0.4
05/30/08,28,Chondria baileyana,0
05/30/08,28,Digenia,0
05/30/08,28,Halimeda incrassata,0
05/30/08,28,Halodule,0
05/30/08,28,Hypnea,0
05/30/08,28,Laurencia spp.,0
05/30/08,28,Penicillus,0
05/30/08,28,Polysiphonia,0
05/30/08,28,Rhizophora mangle,0
05/30/08,28,Ruppia,0
05/30/08,28,Sargassum pteropleuron,0
05/30/08,28,Thalassia,0
05/30/08,28,Udotea,0
05/30/08,29,Acetabularia,0
05/30/08,29,Batophora,0
05/30/08,29,Caulerpa prolifera,0
05/30/08,29,Chara,0
05/30/08,29,Chondria baileyana,0
05/30/08,29,Digenia,0
05/30/08,29,Halimeda incrassata,0
05/30/08,29,Halodule,0
05/30/08,29,Hypnea,0
05/30/08,29,Laurencia spp.,0
05/30/08,29,Penicillus,0
05/30/08,29,Polysiphonia,0
05/30/08,29,Rhizophora mangle,0
05/30/08,29,Ruppia,0
05/30/08,29,Sargassum pteropleuron,0
05/30/08,29,Thalassia,0
05/30/08,29,Udotea,0
05/30/08,30,Acetabularia,0
05/30/08,30,Batophora,0
05/30/08,30,Caulerpa prolifera,0
05/30/08,30,Chara,0
05/30/08,30,Chondria baileyana,0
05/30/08,30,Digenia,0
05/30/08,30,Halimeda incrassata,0
05/30/08,30,Halodule,0
05/30/08,30,Hypnea,0
05/30/08,30,Laurencia spp.,0
05/30/08,30,Penicillus,0
05/30/08,30,Polysiphonia,0
05/30/08,30,Rhizophora mangle,0
