SAV percent cover,,water,sed,,,,,,,,,,,,,,,,,,,,Chara ,Halodule,Thalassia,Ruppia 
4/15/2014,8,,,4,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,5,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,6,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,7,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,8,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,9,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,10,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,11,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,40,0,0,0
4/15/2014,8,,,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,13,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,14,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,15,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,mean,92.9,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9,40.0,0.0,0.0,0.0
4/15/2014,8,,,median,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,min,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0
4/15/2014,8,,,max,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,frequency,100,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0
4/15/2014,9A,90,NA,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0
4/15/2014,9A,,,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0
4/15/2014,9A,,,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
4/15/2014,9A,,,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0
4/15/2014,9A,,,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0
4/15/2014,9A,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
4/15/2014,9A,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
4/15/2014,9A,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
4/15/2014,9A,,,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0
4/15/2014,9A,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
4/15/2014,9A,,,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0
4/15/2014,9A,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
4/15/2014,9A,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
4/15/2014,9A,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
4/15/2014,9A,,,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0
4/15/2014,9A,,,mean,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,5.0,0.0,0.0
4/15/2014,9A,,,median,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0
4/15/2014,9A,,,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
4/15/2014,9A,,,max,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0
4/15/2014,9A,,,frequency,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,100,0,0
4/15/2014,9B,100,NA,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,9B,,,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/15/2014,9B,,,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,9B,,,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9B,,,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9B,,,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9B,,,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9B,,,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9B,,,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9B,,,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9B,,,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,9B,,,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9B,,,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9B,,,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9B,,,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,9B,,,mean,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0
4/15/2014,9B,,,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9B,,,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,9B,,,max,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/15/2014,9B,,,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0
4/15/2014,9C,100,NA,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9C,,,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9C,,,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/15/2014,9C,,,4,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/15/2014,9C,,,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9C,,,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9C,,,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,9C,,,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,9C,,,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,9C,,,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,9C,,,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,9C,,,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9C,,,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9C,,,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,9C,,,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/15/2014,9C,,,mean,0.0,9.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0
4/15/2014,9C,,,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,9C,,,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,9C,,,max,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/15/2014,9C,,,frequency,0,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0
4/17/2014,10,60,90,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,10,,,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,10,,,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,10,,,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,10,,,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,10,,,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,10,,,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,10,,,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,10,,,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,10,,,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,10,,,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/17/2014,10,,,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,10,,,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,10,,,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/17/2014,10,,,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,10,,,mean,0.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,10.0,0.0,0.0
4/17/2014,10,,,median,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,10,,,min,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,10,,,max,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/17/2014,10,,,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0
4/15/2014,12A,90,NA,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,12A,,,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/15/2014,12A,,,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/15/2014,12A,,,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/15/2014,12A,,,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/15/2014,12A,,,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12A,,,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12A,,,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12A,,,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12A,,,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12A,,,11,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0
4/15/2014,12A,,,12,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,10,0,0
4/15/2014,12A,,,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/15/2014,12A,,,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/15/2014,12A,,,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12A,,,mean,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,10.0,0.0,0.0
4/15/2014,12A,,,median,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12A,,,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/15/2014,12A,,,max,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,10,0,0
4/15/2014,12A,,,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0
4/15/2014,12B,110,NA,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12B,,,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/15/2014,12B,,,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/15/2014,12B,,,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/15/2014,12B,,,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12B,,,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/15/2014,12B,,,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/15/2014,12B,,,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0
4/15/2014,12B,,,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/15/2014,12B,,,10,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,20,0,10,0,0
4/15/2014,12B,,,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12B,,,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12B,,,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12B,,,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/15/2014,12B,,,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12B,,,mean,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,21.7,0.0,10.0,0.0,0.0
4/15/2014,12B,,,median,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/15/2014,12B,,,min,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/15/2014,12B,,,max,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,0,10,0,0
4/15/2014,12B,,,frequency,0,100,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,100,0,100,0,0
4/17/2014,12C,110,30,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/17/2014,12C,,,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,12C,,,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,12C,,,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,12C,,,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,12C,,,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,12C,,,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,12C,,,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,12C,,,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,12C,,,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,12C,,,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0
4/17/2014,12C,,,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,12C,,,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,12C,,,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,12C,,,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,12C,,,mean,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,10.0,0.0,0.0
4/17/2014,12C,,,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,12C,,,min,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0
4/17/2014,12C,,,max,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/17/2014,12C,,,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0
4/17/2014,13,110,20,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,13,,,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,13,,,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,13,,,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,13,,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,13,,,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,13,,,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,13,,,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,13,,,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,13,,,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,13,,,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,13,,,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,13,,,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,13,,,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,13,,,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,13,,,mean,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,10.0,0.0,0.0
4/17/2014,13,,,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,13,,,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,13,,,max,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,13,,,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0
4/17/2014,14,45,115,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/17/2014,14,,,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/17/2014,14,,,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/17/2014,14,,,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/17/2014,14,,,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/17/2014,14,,,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,14,,,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,14,,,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,14,,,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,14,,,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,14,,,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,14,,,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,14,,,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,14,,,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,14,,,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/17/2014,14,,,mean,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,10.0,0.0,0.0
4/17/2014,14,,,median,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,14,,,min,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,14,,,max,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0
4/17/2014,14,,,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0
4/17/2014,15,73,100,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,mean,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0
4/17/2014,15,,,median,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,max,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,15,,,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0
4/17/2014,16,80,90,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,16,,,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,16,,,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,16,,,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,16,,,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,16,,,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,16,,,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0
4/17/2014,16,,,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0
4/17/2014,16,,,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,16,,,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,16,,,11,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,16,,,12,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0
4/17/2014,16,,,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,16,,,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
4/17/2014,16,,,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
