SAV percent cover,,water,sed,,,,,,,,,,,,,,,,,,,,Chara ,Halodule,Thalassia
Date,Site #,Depth,depth,Rep,Chara,Halodule,Ruppia,Batophora,Acetabularia,Thalassia,Penicillus,Sargassum pteropleuron,Laurencia spp.,Caulerpa prolifera ,Halimeda incrassata,Rhizophora mangle,Polysiphonia binneyi,Chondria baileyana,Udotea,Hypnea,Digenia,Total,Canopy height,Canopy height,Canopy height
1/20/2014,12C,,,13,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,20,0
1/20/2014,12C,,,14,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,20,0
1/20/2014,12C,,,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0
1/20/2014,12C,,,mean,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,20.0,0.0
1/20/2014,12C,,,median,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0
1/20/2014,12C,,,min,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0
1/20/2014,12C,,,max,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0
1/20/2014,14,,145,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
1/20/2014,14,,,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,14,,,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,14,,,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,14,,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,14,,,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
1/20/2014,14,,,7,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,5,0
1/20/2014,14,,,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
1/20/2014,14,,,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
1/20/2014,14,,,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0
1/20/2014,14,,,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
1/20/2014,14,,,12,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,5,0
1/20/2014,14,,,13,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0
1/20/2014,14,,,14,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,5,0
1/20/2014,14,,,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
1/20/2014,14,,,mean,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,8.7,0.0,5.0,0.0
1/20/2014,14,,,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
1/20/2014,14,,,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,14,,,max,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,5,0
1/20/2014,15,,83,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,15,,,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,mean,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,5.0,0.0
1/20/2014,15,,,median,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,min,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,15,,,max,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,15,,,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0
1/20/2014,16,,91,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,16,,,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,16,,,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,16,,,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,16,,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,16,,,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,16,,,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,16,,,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,16,,,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,16,,,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,16,,,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,16,,,12,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,16,,,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,16,,,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,16,,,15,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,10
1/20/2014,16,,,mean,0.0,6.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,6.7,0.0,5.0,10.0
1/20/2014,16,,,median,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,16,,,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,16,,,max,0,10,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,10,0,5,10
1/20/2014,16,,,frequency,0,100,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,100,0,100,100
1/20/2014,17,,100,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1/20/2014,17,,,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,17,,,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,17,,,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,17,,,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,17,,,6,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,17,,,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,17,,,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1/20/2014,17,,,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,17,,,10,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,17,,,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,17,,,12,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,17,,,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1/20/2014,17,,,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1/20/2014,17,,,15,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,17,,,mean,0.0,3.4,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,5.0,0.0
1/20/2014,17,,,median,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,17,,,min,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1/20/2014,17,,,max,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,17,,,frequency,0,100,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,100,0
1/20/2014,18,,83,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,18,,,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
1/20/2014,18,,,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,18,,,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,18,,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,18,,,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/20/2014,18,,,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,18,,,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,18,,,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,18,,,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,18,,,11,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0
1/20/2014,18,,,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,18,,,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,18,,,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,18,,,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,18,,,mean,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0
1/20/2014,18,,,median,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,18,,,min,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
1/20/2014,18,,,max,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,5,0
1/20/2014,18,,,frequency,0,100,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,100,0,100,0
1/20/2014,19,,107,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,19,,,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,19,,,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,19,,,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,19,,,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,19,,,6,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,19,,,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,19,,,8,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,19,,,9,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,19,,,10,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,19,,,11,0,10,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,5,10
1/20/2014,19,,,12,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,10
1/20/2014,19,,,13,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,5,10
1/20/2014,19,,,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,19,,,15,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,5,10
1/20/2014,19,,,mean,0.0,9.3,0.0,0.8,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,5.0,10.0
1/20/2014,19,,,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,19,,,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10
1/20/2014,19,,,max,0,15,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,5,10
1/20/2014,19,,,frequency,0,100,0,27,0,33,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100
1/20/2014,20,,112,1,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/20/2014,20,,,2,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/20/2014,20,,,3,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/20/2014,20,,,4,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/20/2014,20,,,5,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/20/2014,20,,,6,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0
1/20/2014,20,,,7,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/20/2014,20,,,8,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0
1/20/2014,20,,,9,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0
1/20/2014,20,,,10,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/20/2014,20,,,11,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/20/2014,20,,,12,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0
1/20/2014,20,,,13,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/20/2014,20,,,14,0,5,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/20/2014,20,,,15,0,5,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/20/2014,20,,,mean,0.0,3.5,0.0,0.2,0.0,9.7,2.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0
1/20/2014,20,,,median,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/20/2014,20,,,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/20/2014,20,,,max,0,10,0,3,0,20,15,0,0,0,0,0,10,0,0,0,0,30,0,0,0
1/20/2014,20,,,frequency,0,80,0,7,0,87,40,0,0,0,0,0,27,0,0,0,0,100,0,0,0
1/20/2014,21,,55,1,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,21,,,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,20,0,5,10
1/20/2014,21,,,3,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,15,0,5,10
1/20/2014,21,,,4,0,0,0,0,0,15,3,0,0,0,3,0,0,0,0,0,0,20,0,5,10
1/20/2014,21,,,5,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,5,15,0,5,10
1/20/2014,21,,,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,5,10
1/20/2014,21,,,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,5,10
1/20/2014,21,,,8,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,5,10
1/20/2014,21,,,9,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,21,,,10,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,10,0,5,10
1/20/2014,21,,,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,21,,,12,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,5,10
1/20/2014,21,,,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,21,,,14,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,15,25,0,5,10
1/20/2014,21,,,15,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,21,,,mean,0.0,0.4,0.0,0.6,0.0,12.7,0.8,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,1.9,15.0,0.0,5.0,10.0
1/20/2014,21,,,median,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,5,10
1/20/2014,21,,,min,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,5,10
1/20/2014,21,,,max,0,3,0,3,0,20,3,0,0,0,3,0,3,0,0,0,15,25,0,5,10
1/20/2014,21,,,frequency,0,13,0,20,0,100,27,0,0,0,7,0,7,0,0,0,27,100,0,100,100
12/9/2013,24A,100,80,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,mean,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,85.0,0.0,0.0
12/9/2013,24A,,,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,min,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0
12/9/2013,24A,,,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0
12/9/2013,24B,115,75,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,mean,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0,0.0,0.0
12/9/2013,24B,,,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,min,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/9/2013,24B,,,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0
12/9/2013,24C,130,63,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,mean,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,95.0,0.0,0.0
12/9/2013,24C,,,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,min,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0
12/9/2013,24C,,,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0
12/9/2013,25A,136,30,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
12/9/2013,25A,,,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
12/9/2013,25A,,,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
12/9/2013,25A,,,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
12/9/2013,25A,,,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
12/9/2013,25A,,,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
12/9/2013,25A,,,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
12/9/2013,25A,,,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
12/9/2013,25A,,,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
12/9/2013,25A,,,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
12/9/2013,25A,,,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
12/9/2013,25A,,,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
12/9/2013,25A,,,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
