SAV percent cover,water,sed,,,,,,,,,,,,,,,,,,,,,Chara ,Halodule,Thalassia
Date,Depth,depth,Site #,Rep,Chara,Halodule,Ruppia,Batophora,Acetabularia,Thalassia,Penicillus,Sargassum pteropleuron,Laurencia spp.,Caulerpa prolifera ,Halimeda incrassata,Rhizophora mangle,Polysiphonia binneyi,Chondria baileyana,Udotea,Hypnea,Digenia,Total,Canopy height,Canopy height,Canopy height
1/27/2015,,,13,mean,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.3,0.0
1/27/2015,,,13,median,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,13,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,13,max,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
1/27/2015,,,13,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,0
2/25/2015,50,125,14,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
2/25/2015,,,14,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,14,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,14,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,14,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,14,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,14,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,14,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,14,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,14,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,14,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,14,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,14,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,14,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,14,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,14,mean,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.3,0.0
2/25/2015,,,14,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,14,min,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,14,max,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0
2/25/2015,,,14,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,0
2/25/2015,79,51,15,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
2/25/2015,,,15,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,15,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,mean,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.3,0.0
2/25/2015,,,15,median,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,min,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,15,max,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
2/25/2015,,,15,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,0
2/25/2015,82,97,16,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
2/25/2015,,,16,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,16,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,16,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,16,5,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,16,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,16,7,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,16,8,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,16,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,16,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,16,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,16,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,16,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,16,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,16,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,16,mean,0.0,13.0,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.7,0.0
2/25/2015,,,16,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,16,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,16,max,0,20,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0,10,0
2/25/2015,,,16,frequency,0,100,0,13,0,0,0,7,0,0,0,0,0,0,0,0,0,100,0,7,0
2/25/2015,75,100,17,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
2/25/2015,,,17,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,17,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,17,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,17,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,17,7,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,17,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,17,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,17,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,17,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,17,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,17,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,17,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,17,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,17,mean,0.0,5.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.3,0.0
2/25/2015,,,17,median,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,17,min,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/25/2015,,,17,max,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
2/25/2015,,,17,frequency,0,100,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,0
2/25/2015,80,100,18,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
2/25/2015,,,18,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,18,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,18,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,18,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,18,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,18,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,18,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,18,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,18,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,18,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,18,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,18,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,18,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,18,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,18,mean,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.3,0.0
2/25/2015,,,18,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,18,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2/25/2015,,,18,max,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
2/25/2015,,,18,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,0
2/25/2015,69,130,19,1,0,10,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,30,0,5,15
2/25/2015,,,19,2,0,0,0,3,0,20,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,19,3,0,10,0,3,0,10,5,0,0,0,0,0,0,0,0,0,0,25,0,0,0
2/25/2015,,,19,4,0,15,0,3,0,10,5,0,0,0,0,0,5,0,0,0,0,35,0,0,0
2/25/2015,,,19,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2015,,,19,6,0,10,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,19,7,0,10,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,25,0,0,0
2/25/2015,,,19,8,0,15,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
2/25/2015,,,19,9,0,10,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,19,10,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,19,11,0,5,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
2/25/2015,,,19,12,0,5,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,15,0,0,0
2/25/2015,,,19,13,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,19,14,0,15,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,25,0,0,0
2/25/2015,,,19,15,0,10,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,19,mean,0.0,10.7,0.0,2.3,0.0,8.1,2.8,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,21.7,0.0,0.3,1.0
2/25/2015,,,19,median,0,10,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,19,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2015,,,19,max,0,20,0,5,0,25,10,0,0,0,0,0,5,0,0,0,0,35,0,5,15
2/25/2015,,,19,frequency,0,93,0,73,0,87,60,0,0,0,0,0,13,0,0,0,0,93,0,7,7
2/25/2015,68,111,20,1,0,3,0,3,0,10,10,0,0,0,0,0,0,0,0,0,0,20,0,5,15
2/25/2015,,,20,2,0,3,0,3,0,10,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,20,3,0,10,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,20,4,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,20,5,0,10,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,20,6,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,20,7,0,3,0,3,0,10,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0
2/25/2015,,,20,8,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,20,9,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,20,10,0,0,0,3,0,20,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0
2/25/2015,,,20,11,0,0,0,3,0,20,3,0,0,0,0,0,3,0,0,0,0,20,0,0,0
2/25/2015,,,20,12,0,3,0,3,0,10,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,20,13,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,20,14,0,0,0,3,0,15,3,0,0,0,0,0,3,0,0,0,0,20,0,0,0
2/25/2015,,,20,15,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,20,mean,0.0,3.5,0.0,2.2,0.0,10.7,3.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,16.7,0.0,0.3,1.0
2/25/2015,,,20,median,0,3,0,3,0,10,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,20,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,20,max,0,10,0,3,0,20,10,0,0,0,0,0,3,0,0,0,0,20,0,5,15
2/25/2015,,,20,frequency,0,67,0,73,0,93,67,0,0,0,0,0,27,0,0,0,0,100,0,7,7
2/25/2015,128,35,21,1,0,3,0,3,0,10,5,0,0,0,0,0,0,0,0,0,0,15,0,0,10
2/25/2015,,,21,2,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,21,3,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0
2/25/2015,,,21,4,0,0,0,3,0,15,3,0,0,0,0,0,3,0,0,0,0,20,0,0,0
2/25/2015,,,21,5,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,21,6,0,3,0,3,0,15,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,21,7,0,0,0,3,3,15,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,21,8,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
2/25/2015,,,21,9,0,0,0,3,0,10,3,0,0,0,0,0,0,0,0,0,3,15,0,0,0
2/25/2015,,,21,10,0,0,0,3,0,25,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0
2/25/2015,,,21,11,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,21,12,0,0,0,3,0,10,3,0,0,0,0,0,0,0,0,0,12,20,0,0,0
2/25/2015,,,21,13,0,3,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,21,14,0,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,21,15,0,3,0,3,0,10,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0
2/25/2015,,,21,mean,0.0,1.0,0.0,3.5,0.4,13.3,1.7,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,1.2,18.0,0.0,0.0,0.7
2/25/2015,,,21,median,0,0,0,3,0,15,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0
2/25/2015,,,21,min,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2/25/2015,,,21,max,0,3,0,10,3,25,5,0,0,0,3,0,3,0,0,0,12,30,0,0,10
2/25/2015,,,21,frequency,0,33,0,93,13,100,53,0,0,0,7,0,7,0,0,0,20,100,0,0,7
1/21/2015,101,71,23,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0
1/21/2015,,,23,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,23,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0
1/21/2015,,,23,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0
1/21/2015,,,23,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
1/21/2015,,,23,6,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
1/21/2015,,,23,7,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0
1/21/2015,,,23,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
1/21/2015,,,23,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,23,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,23,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,23,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,23,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,23,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,23,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
1/21/2015,,,23,mean,90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3,1.3,0.0,0.0
1/21/2015,,,23,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,23,min,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
1/21/2015,,,23,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0
1/21/2015,,,23,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,7,0,0
1/21/2015,89,80,24A,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,30,0,0
1/21/2015,,,24A,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,mean,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0
1/21/2015,,,24A,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,min,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24A,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,30,0,0
1/21/2015,,,24A,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,7,0,0
1/21/2015,100,63,24C,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,30,0,0
1/21/2015,,,24C,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,mean,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0
1/21/2015,,,24C,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,min,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/21/2015,,,24C,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,30,0,0
1/21/2015,,,24C,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,7,0,0
1/21/2015,130,61,25B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2015,,,25B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2015,,,25B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2015,,,25B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2015,,,25B,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2015,,,25B,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2015,,,25B,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2015,,,25B,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2015,,,25B,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2015,,,25B,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2015,,,25B,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2015,,,25B,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2015,,,25B,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2015,,,25B,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
