SAV percent cover,,,,,,,,,,,,,,,,,,,,,Chara ,Halodule,Ruppia,,
Date,Site #,Rep,Chara,Halodule,Ruppia,Batophora,Acetabularia,Thalassia,Penicillus,Sargassum pteropleuron,Laurencia spp.,Caulerpa prolifera ,Halimeda incrassata,Rhizophora mangle,Polysiphonia binneyi,Chondria baileyana,Udotea,Hypnea,Digenia,Total,Canopy height,Canopy height,Canopy height,,
5/17/2011,13,median,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,,
5/17/2011,13,min,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,,
5/17/2011,13,max,0,3,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,40,0,5,0,,
5/17/2011,13,frequency,0,40,0,100,53,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0
5/17/2011,14,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,20,0,,
5/17/2011,14,2,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0,,
5/17/2011,14,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0,,
5/17/2011,14,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0,,
5/17/2011,14,5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,20,0,,
5/17/2011,14,6,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,20,0,,
5/17/2011,14,7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,20,0,,
5/17/2011,14,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,20,0,,
5/17/2011,14,9,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,20,0,,
5/17/2011,14,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,,
5/17/2011,14,11,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,,
5/17/2011,14,12,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,20,0,,
5/17/2011,14,13,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0,,
5/17/2011,14,14,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,20,0,,
5/17/2011,14,15,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0,,
5/17/2011,14,mean,0.0,68.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.7,0.0,20.0,0.0,,
5/17/2011,14,median,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,20,0,,
5/17/2011,14,min,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,,
5/17/2011,14,max,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,20,0,,
5/17/2011,14,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0
5/17/2011,15,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,,
5/17/2011,15,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,,
5/17/2011,15,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,,
5/17/2011,15,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,,
5/17/2011,15,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,,
5/17/2011,15,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,,
5/17/2011,15,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,,
5/17/2011,15,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,,
5/17/2011,15,9,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,,
5/17/2011,15,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,,
5/17/2011,15,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,,
5/17/2011,15,12,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,0,,
5/17/2011,15,13,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,,
5/17/2011,15,14,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,,
5/17/2011,15,15,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,,
5/17/2011,15,mean,0.0,3.7,0.0,0.8,1.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,8.0,0.0,,
5/17/2011,15,median,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,,
5/17/2011,15,min,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,,
5/17/2011,15,max,0,5,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,8,0,,
5/17/2011,15,frequency,0,100,0,27,40,0,7,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0
5/17/2011,16,1,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,15,0,,
5/17/2011,16,2,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,,
5/17/2011,16,3,0,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,,
5/17/2011,16,4,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,15,0,,
5/17/2011,16,5,0,10,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,15,0,,
5/17/2011,16,6,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,,
5/17/2011,16,7,0,10,0,3,0,0,0,0,0,0,0,0,50,0,0,0,0,60,0,15,0,,
5/17/2011,16,8,0,10,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,30,0,15,0,,
5/17/2011,16,9,0,10,0,5,0,0,3,10,0,0,0,0,0,0,0,0,0,25,0,15,0,,
5/17/2011,16,10,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,,
5/17/2011,16,11,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,15,0,,
5/17/2011,16,12,0,5,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,15,0,,
5/17/2011,16,13,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,15,0,,
5/17/2011,16,14,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,,
5/17/2011,16,15,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,,
5/17/2011,16,mean,0.0,11.0,0.4,4.1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,20.3,0.0,15.0,0.0,,
5/17/2011,16,median,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,,
5/17/2011,16,min,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,,
5/17/2011,16,max,0,20,3,10,0,0,3,20,0,0,0,0,50,0,0,0,0,60,0,15,0,,
5/17/2011,16,frequency,0,100,13,100,0,0,33,13,0,0,0,0,13,0,0,0,0,100,0,100,0,0,0
5/17/2011,17,1,0,3,0,3,3,0,20,0,0,0,0,0,0,0,0,0,0,25,0,15,0,,
5/17/2011,17,2,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,5,0,15,0,,
5/17/2011,17,3,0,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,0,20,0,15,0,,
5/17/2011,17,4,0,3,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,15,0,,
5/17/2011,17,5,0,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,10,0,15,0,,
5/17/2011,17,6,0,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,20,0,15,0,,
5/17/2011,17,7,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,15,0,,
5/17/2011,17,8,0,15,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,,
5/17/2011,17,9,0,5,0,3,3,0,25,0,0,0,0,0,0,0,0,0,0,30,0,15,0,,
5/17/2011,17,10,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,15,0,,
5/17/2011,17,11,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,15,0,,
5/17/2011,17,12,0,5,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,20,0,15,0,,
5/17/2011,17,13,0,5,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,20,0,15,0,,
5/17/2011,17,14,0,3,0,3,3,0,25,0,0,0,0,0,0,0,0,0,0,30,0,15,0,,
5/17/2011,17,15,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,10,0,15,0,,
5/17/2011,17,mean,0.0,4.9,0.0,4.5,2.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,15.0,0.0,,
5/17/2011,17,median,0,5,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,20,0,15,0,,
5/17/2011,17,min,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,,
5/17/2011,17,max,0,15,0,10,3,0,25,0,0,0,0,0,0,0,0,0,0,30,0,15,0,,
5/17/2011,17,frequency,0,93,0,100,67,0,93,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0
5/17/2011,18,1,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,,
5/17/2011,18,2,0,15,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,15,0,12,0,,
5/17/2011,18,3,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,12,0,,
5/17/2011,18,4,0,10,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,15,0,12,0,,
5/17/2011,18,5,0,5,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,15,0,12,0,,
5/17/2011,18,6,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,,
5/17/2011,18,7,0,10,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,12,0,,
5/17/2011,18,8,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,12,0,,
5/17/2011,18,9,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,12,0,,
5/17/2011,18,10,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,12,0,,
5/17/2011,18,11,0,10,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,12,0,,
5/17/2011,18,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,,
5/17/2011,18,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,,
5/17/2011,18,14,0,5,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,10,0,12,0,,
5/17/2011,18,15,0,5,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,15,0,12,0,,
5/17/2011,18,mean,0.0,10.0,0.0,2.0,1.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,12.7,0.0,12.0,0.0,,
5/17/2011,18,median,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,12,0,,
5/17/2011,18,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,,
5/17/2011,18,max,0,15,0,3,3,0,5,0,0,0,0,0,5,0,0,0,0,15,0,12,0,,
5/17/2011,18,frequency,0,100,0,67,33,0,60,0,0,0,0,0,27,0,0,0,0,100,0,100,0,0,0
5/17/2011,19,1,0,5,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,19,2,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,,
5/17/2011,19,3,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,19,4,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,,
5/17/2011,19,5,0,15,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,,
5/17/2011,19,6,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,19,7,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,19,8,0,5,0,15,0,5,0,5,0,0,0,0,0,0,0,0,0,25,0,10,0,,
5/17/2011,19,9,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,19,10,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,,
5/17/2011,19,11,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,19,12,0,5,0,30,0,5,0,0,0,0,0,0,0,0,0,0,0,40,0,10,0,,
5/17/2011,19,13,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,,
5/17/2011,19,14,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,,
5/17/2011,19,15,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,19,mean,0.0,8.0,0.2,13.3,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,10.0,0.0,,
5/17/2011,19,median,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,19,min,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,,
5/17/2011,19,max,0,15,3,30,0,5,0,5,0,0,0,0,0,0,0,0,0,40,0,10,0,,
5/17/2011,19,frequency,0,100,7,100,0,20,0,7,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0
5/17/2011,20,1,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,,
5/17/2011,20,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,20,3,0,15,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,15,0,10,0,,
5/17/2011,20,4,0,20,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,20,5,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,,
5/17/2011,20,6,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,,
5/17/2011,20,7,0,15,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,15,0,10,0,,
5/17/2011,20,8,0,10,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,20,9,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,10,0,,
5/17/2011,20,10,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,20,11,0,10,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,,
5/17/2011,20,12,0,15,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,20,13,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,20,14,0,5,0,3,0,10,3,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,20,15,0,10,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,25,0,10,0,,
5/17/2011,20,mean,0.0,13.0,0.0,1.0,0.0,5.1,1.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.0,10.0,0.0,,
5/17/2011,20,median,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,,
5/17/2011,20,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,,
5/17/2011,20,max,0,20,0,3,0,15,5,0,0,0,3,0,0,0,0,0,0,25,0,10,0,,
5/17/2011,20,frequency,0,100,0,33,0,73,47,0,0,0,7,0,0,0,0,0,0,100,0,100,0,0,0
5/17/2011,21,1,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,,
5/17/2011,21,2,0,3,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,25,0,20,0,,
5/17/2011,21,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,20,0,,
5/17/2011,21,4,0,3,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,,
5/17/2011,21,5,0,3,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,,
5/17/2011,21,6,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,20,0,,
5/17/2011,21,7,0,3,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,20,0,20,0,,
5/17/2011,21,8,0,3,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,20,0,20,0,,
5/17/2011,21,9,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,,
5/17/2011,21,10,0,5,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,15,0,20,0,,
5/17/2011,21,11,0,5,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,10,0,20,0,,
5/17/2011,21,12,0,3,0,3,0,15,3,0,0,0,0,0,0,0,0,0,0,20,0,20,0,,
5/17/2011,21,13,0,5,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,20,0,,
5/17/2011,21,14,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,,
5/17/2011,21,15,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,,
5/17/2011,21,mean,0.0,5.3,0.0,2.9,0.4,7.3,1.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0,0.0,,
5/17/2011,21,median,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,15,0,20,0,,
5/17/2011,21,min,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,,
5/17/2011,21,max,0,10,0,20,3,20,3,0,0,0,3,0,0,0,0,0,0,25,0,20,0,,
5/17/2011,21,frequency,0,100,0,33,13,67,60,0,0,0,7,0,0,0,0,0,0,100,0,100,0,0,0
5/10/2011,22,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,23,0,0,,
5/10/2011,22,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,,
5/10/2011,22,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,0,0,,
5/10/2011,22,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,23,0,0,,
5/10/2011,22,5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,23,0,0,,
5/10/2011,22,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,23,0,0,,
5/10/2011,22,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,0,0,,
5/10/2011,22,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,23,0,0,,
5/10/2011,22,9,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,23,0,0,,
5/10/2011,22,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,,
5/10/2011,22,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,0,0,,
5/10/2011,22,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,0,0,,
5/10/2011,22,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,,
5/10/2011,22,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,,
too shallow,22,15,,,,,,,,,,,,,,,,,,,,,,,
5/10/2011,22,mean,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8,23.0,0.0,0.0,,
5/10/2011,22,median,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,23,0,0,,
5/10/2011,22,min,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,,
5/10/2011,22,max,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,23,0,0,,
5/10/2011,22,frequency,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,0,0,0,0
5/10/2011,23,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,,
5/10/2011,23,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,
5/10/2011,23,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,,
5/10/2011,23,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,,
5/10/2011,23,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,,
5/10/2011,23,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,,
5/10/2011,23,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,23,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,23,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,23,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,,
5/10/2011,23,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,
5/10/2011,23,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,
5/10/2011,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,23,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/10/2011,23,mean,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,0.0,0.0,0.0,,
5/10/2011,23,median,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,,
5/10/2011,23,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,23,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,23,frequency,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0
5/10/2011,24,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,24,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,24,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,,
5/10/2011,24,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,24,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,,
5/10/2011,24,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,24,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,24,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,24,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,24,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,24,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,24,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,24,13,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,,
5/10/2011,24,14,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,,
5/10/2011,24,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,,
5/10/2011,24,mean,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,0.0,0.0,0.0,,
5/10/2011,24,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,24,min,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,,
5/10/2011,24,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/10/2011,24,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
5/10/2011,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/10/2011,25,mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
