SAV percent cover,,,,,,,,,,,,,,,,,,,,,,
Date,Site #,Rep,Chara,Halodule,Ruppia,Batophora,Acetabularia,Thalassia,Penicillus,Sargassum pteropleuron,Laurencia spp.,Caulerpa prolifera ,Halimeda incrassata,Rhizophora mangle,Polysiphonia binneyi,Chondria baileyana,Udotea,Hypnea,Digenia,Total,substrate,Notes
04/01/09,14,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,14,mean,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,
04/01/09,14,median,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
04/01/09,14,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
04/01/09,14,max,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,
04/01/09,14,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/01/09,15,1,0,35,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,80,mud,
04/01/09,15,2,0,30,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,90,mud,
04/01/09,15,3,0,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,70,mud,
04/01/09,15,4,0,30,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,80,mud,
04/01/09,15,5,0,25,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,75,mud,
04/01/09,15,6,0,30,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,65,mud,
04/01/09,15,7,0,35,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,85,mud,
04/01/09,15,8,0,25,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,60,mud,
04/01/09,15,9,0,15,0,45,3,0,0,0,0,0,0,0,0,0,0,0,0,60,mud,
04/01/09,15,10,0,15,0,45,3,0,0,0,0,0,0,0,0,0,0,0,0,60,mud,
04/01/09,15,11,0,25,0,60,3,0,0,0,0,0,0,0,0,0,0,0,0,80,mud,
04/01/09,15,12,0,15,0,55,3,0,0,0,0,0,0,0,0,0,0,0,0,70,mud,
04/01/09,15,13,0,25,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,80,mud,
04/01/09,15,14,0,15,0,65,3,0,0,0,0,0,0,0,0,0,0,0,0,80,mud,
04/01/09,15,15,0,15,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,55,mud,
04/01/09,15,mean,0,25,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,73,,
04/01/09,15,median,0,25,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,75,,
04/01/09,15,min,0,15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,55,,
04/01/09,15,max,0,35,0,65,3,0,0,0,0,0,0,0,0,0,0,0,0,90,,
04/01/09,15,frequency,0,100,0,100,40,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/01/09,16,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,16,2,0,15,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,25,mud,
04/01/09,16,3,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,mud,
04/01/09,16,4,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,mud,
04/01/09,16,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,16,6,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,16,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,16,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,16,9,3,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,16,10,3,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,16,11,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,16,12,3,15,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,16,13,3,20,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,20,mud,
04/01/09,16,14,3,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,16,15,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,mud,
04/01/09,16,mean,1,13,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,14,,
04/01/09,16,median,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,
04/01/09,16,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
04/01/09,16,max,3,20,0,3,0,0,3,10,0,0,0,0,3,0,0,0,0,25,,
04/01/09,16,frequency,33,100,0,53,0,0,33,7,0,0,0,0,13,0,0,0,0,100,,
04/01/09,17,1,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,17,2,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,17,3,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,17,4,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,17,5,0,20,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,20,mud,
04/01/09,17,6,0,10,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,17,7,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,17,8,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,17,9,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,17,10,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,17,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,17,12,0,15,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,20,mud,
04/01/09,17,13,0,10,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,17,14,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,17,15,0,15,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,17,mean,0,12,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,15,,
04/01/09,17,median,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,,
04/01/09,17,min,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,
04/01/09,17,max,0,20,0,5,0,0,5,3,0,0,0,0,0,0,0,0,0,20,,
04/01/09,17,frequency,0,100,0,87,0,0,60,7,0,0,0,0,0,0,0,0,0,100,,
04/01/09,18,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,18,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,18,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,18,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,18,5,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,18,6,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,18,7,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,mud,
04/01/09,18,8,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,18,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,18,10,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,18,11,0,5,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,5,mud,
04/01/09,18,12,0,3,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,5,mud,
04/01/09,18,13,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,18,14,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,18,15,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,mud,
04/01/09,18,mean,0,4,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,4,,
04/01/09,18,median,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/01/09,18,min,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/01/09,18,max,0,5,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,5,,
04/01/09,18,frequency,0,100,0,53,27,0,47,0,0,0,0,0,27,0,0,0,0,100,,
04/01/09,19,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,19,2,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,19,3,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,19,4,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,19,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,mud,
04/01/09,19,6,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,19,7,0,10,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,10,mud,
04/01/09,19,8,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,19,9,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,19,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,19,11,0,10,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,10,mud,
04/01/09,19,12,0,5,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,19,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,19,14,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,19,15,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,19,mean,0,9,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,10,,
04/01/09,19,median,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,
04/01/09,19,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
04/01/09,19,max,0,15,0,3,0,3,3,5,0,0,0,0,3,0,0,0,0,15,,
04/01/09,19,frequency,0,100,0,53,0,7,20,7,0,0,0,0,20,0,0,0,0,100,,
04/01/09,20,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,20,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,mud,
04/01/09,20,3,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,20,4,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,20,5,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,20,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,20,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,20,8,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,20,9,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,20,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,20,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,20,12,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,20,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,20,14,0,10,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,20,15,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,20,mean,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,,
04/01/09,20,median,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
04/01/09,20,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
04/01/09,20,max,0,10,0,3,0,3,3,0,0,0,0,0,0,0,3,0,0,10,,
04/01/09,20,frequency,0,100,0,27,0,13,27,0,0,0,0,0,0,0,7,0,0,100,,
04/01/09,21,1,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,mud,
04/01/09,21,2,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,mud,
04/01/09,21,3,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,mud,
04/01/09,21,4,0,5,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,21,5,0,5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,21,6,0,15,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,25,mud,
04/01/09,21,7,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,21,8,0,15,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,20,mud,
04/01/09,21,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,mud,
04/01/09,21,10,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,35,mud,
04/01/09,21,11,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,25,mud,
04/01/09,21,12,0,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25,mud,
04/01/09,21,13,0,45,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,45,mud,
04/01/09,21,14,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,21,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,21,mean,0,18,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,22,,
04/01/09,21,median,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,
04/01/09,21,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,
04/01/09,21,max,0,45,0,5,3,20,5,0,10,0,0,0,3,0,0,0,0,45,,
04/01/09,21,frequency,0,100,0,53,13,40,7,0,7,0,0,0,7,0,0,0,0,100,,
04/07/09,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,22,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/07/09,22,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,mud,
04/07/09,22,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,mud,
04/07/09,22,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,mud,
04/07/09,22,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,mud,
04/07/09,22,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,mud,
04/07/09,22,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,mud,
04/07/09,22,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,mud,
04/07/09,22,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/07/09,22,11,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,mud,
04/07/09,22,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,mud,
04/07/09,22,13,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,mud,
04/07/09,22,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,mud,
04/07/09,22,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,mud,
04/07/09,22,mean,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,
04/07/09,22,median,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,
04/07/09,22,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,22,max,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,,
04/07/09,22,frequency,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,,
04/07/09,23,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,mud,
04/07/09,23,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,mud,
04/07/09,23,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,mud,
04/07/09,23,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,mud,
04/07/09,23,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,mud,
04/07/09,23,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/07/09,23,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/07/09,23,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/07/09,23,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/07/09,23,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/07/09,23,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,mud,
04/07/09,23,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,mud,
04/07/09,23,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/07/09,23,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/07/09,23,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/07/09,23,mean,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,
04/07/09,23,median,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,
04/07/09,23,min,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/07/09,23,max,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,
04/07/09,23,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/07/09,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,24,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/07/09,24,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,mud,
04/07/09,24,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,mud,
04/07/09,24,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/07/09,24,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/07/09,24,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/07/09,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,24,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/07/09,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,24,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/07/09,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,24,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/07/09,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,24,mean,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,
04/07/09,24,median,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/07/09,24,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,24,max,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,,
04/07/09,24,frequency,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,,
04/07/09,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,25,mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,25,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,25,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,25,max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,25,frequency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,26,mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,26,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,26,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,26,max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,26,frequency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/07/09,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/07/09,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/07/09,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/07/09,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/07/09,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/07/09,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/07/09,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/07/09,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/07/09,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/07/09,27,mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,27,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,27,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,27,max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,27,frequency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/07/09,28,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,28,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,28,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,28,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,28,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,28,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,28,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,28,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,28,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,28,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/07/09,28,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
